"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-922 0.259273224460759 2 5 "GO:0001077" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.599320030388139
-18 0.97768311902074 2 8 "GO:0001078" "RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.98588515860984
-603 0.383071508263818 2 7 "GO:0001085" "RNA polymerase II transcription factor binding" 0.714987504554517
421 0.573052094127444 2 6 "GO:0001105;GO:0001190" "RNA polymerase II transcription coactivator activity" 0.849439987433317
-1285 0.116073114128325 5 5 "GO:0001158;GO:0035326" "enhancer sequence-specific DNA binding" 0.424969525877559
192 0.8143808729259 2 5 "GO:0001191" "RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription" 0.9258482136796
-614 0.265355437763876 2 11 "GO:0001227" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 0.600110774942288
-1200 0.00869122344950556 2 16 "GO:0001228" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 0.128751629532465
246 0.47693305418556 6 28 "GO:0001517;GO:0001537;GO:0004394;GO:0034483;GO:0016232;GO:0017095;GO:0018721;GO:0018722;GO:0019111;GO:0018723;GO:0018724;GO:0018725;GO:0018726;GO:0018727;GO:0034930;GO:0050694;GO:0050698;GO:0051922;GO:0004027;GO:0080131" "heparan sulfate sulfotransferase activity" 0.781026609170358
784 0.337957630297679 2 5 "GO:0001540" "beta-amyloid binding" 0.674792477770449
-915 0.263222238178259 2 5 "GO:0001609" "G-protein coupled adenosine receptor activity" 0.599705174541597
1257 0.051787155605775 3 8 "GO:0001614;GO:0016502" "nucleotide receptor activity" 0.315371232566579
495 0.0804311888979163 2 42 "GO:0001664" "G-protein coupled receptor binding" 0.364273014592688
-236 0.733231777223516 3 7 "GO:0002039" "p53 binding" 0.904632649205949
-135 0.75445863656033 2 18 "GO:0002161" "aminoacyl-tRNA editing activity" 0.916903684072673
-449 0.219917112552932 5 25 "GO:0003678" "DNA helicase activity" 0.552104942634191
-414 0.06536848816147 2 67 "GO:0003682" "chromatin binding" 0.344618082324943
203 0.603792574479847 2 22 "GO:0003684" "damaged DNA binding" 0.867597398998703
703 0.346560407106565 3 6 "GO:0003689;GO:0033170" "DNA clamp loader activity" 0.682872393102089
0 0.999580386126377 2 22 "GO:0003690" "double-stranded DNA binding" 0.999580386126377
-588 0.123401476607819 4 23 "GO:0003697" "single-stranded DNA binding" 0.431104176885648
-553 5.31824747011173e-08 2 342 "GO:0003700;GO:0001071" "sequence-specific DNA binding transcription factor activity" 1.59813336476857e-05
-708 0.0133720579776229 2 41 "GO:0003707" "steroid hormone receptor activity" 0.150584866227209
-1019 0.212903168173595 3 5 "GO:0003708" "retinoic acid receptor activity" 0.542181373187842
1 0.9964002194169 4 44 "GO:0003713" "transcription coactivator activity" 0.998060886449262
-136 0.715113676914811 4 24 "GO:0003714" "transcription corepressor activity" 0.902373313858904
-479 1.52699424557952e-06 3 356 "GO:0003723" "RNA binding" 0.000229430885398323
-167 0.772354884140222 5 10 "GO:0003725" "double-stranded RNA binding" 0.918594101314411
-424 0.13832391028955 6 41 "GO:0003729" "mRNA binding" 0.446949839161395
-318 0.645942513660694 7 7 "GO:0003730" "mRNA 3'-UTR binding" 0.891795256167181
-775 5.76024813425332e-07 2 142 "GO:0003735" "structural constituent of ribosome" 0.000115396970956208
-652 0.0474144542495563 5 31 "GO:0003743" "translation initiation factor activity" 0.296834239624826
397 0.416756896789189 6 14 "GO:0003746" "translation elongation factor activity" 0.743237077063212
785 0.0210689892310925 2 29 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 0.197850976998228
1294 0.0253061516898924 4 10 "GO:0003756;GO:0016864" "intramolecular oxidoreductase activity, transposing S-S bonds" 0.215173096770113
-148 0.503872565625955 2 69 "GO:0003774" "motor activity" 0.80753976517653
-67 0.822571692702144 8 38 "GO:0003777" "microtubule motor activity" 0.927766688141629
-61 0.720762049766607 2 116 "GO:0003779" "actin binding" 0.904632649205949
376 0.614969204614721 2 6 "GO:0003785" "actin monomer binding" 0.867597398998703
1039 0.203960528878456 2 5 "GO:0003836" "beta-galactoside (CMP) alpha-2,3-sialyltransferase activity" 0.528363266620483
249 0.760521909140809 4 5 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 0.916903684072673
821 0.315501918555926 3 5 "GO:0003873" "6-phosphofructo-2-kinase activity" 0.648962977799403
-488 0.286047731887833 6 16 "GO:0003887;GO:0034061" "DNA polymerase activity" 0.618516514775582
185 0.600436352108578 4 27 "GO:0003899;GO:0034062" "DNA-directed RNA polymerase activity" 0.867457326003018
1153 0.0746399282754227 3 8 "GO:0003906" "DNA-(apurinic or apyrimidinic site) lyase activity" 0.353217298374244
1248 0.127025797894866 2 5 "GO:0003923" "GPI-anchor transamidase activity" 0.438750026062152
196 0.3561010481587 7 75 "GO:0003924" "GTPase activity" 0.692610776515789
396 0.540131216910712 2 8 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 0.83235605477779
-1227 0.00729045383573505 4 16 "GO:0003954;GO:0008137;GO:0050136;GO:0016655" "NADH dehydrogenase activity" 0.123507626125382
1306 0.11017162758534 2 5 "GO:0003993" "acid phosphatase activity" 0.416434894206222
1016 0.0544107268455852 2 12 "GO:0003995;GO:0052890" "acyl-CoA dehydrogenase activity" 0.323770760734621
511 0.401924305268008 2 9 "GO:0004000" "adenosine deaminase activity" 0.725394917315534
40 0.932811608740124 2 15 "GO:0004003" "ATP-dependent DNA helicase activity" 0.964922163257856
-1103 0.000306685472193106 2 36 "GO:0004004;GO:0003724;GO:0008186" "RNA helicase activity" 0.0207814167118615
1096 0.112930383925957 2 7 "GO:0004012" "phospholipid-translocating ATPase activity" 0.421560004593169
935 0.210424957379826 2 6 "GO:0004016" "adenylate cyclase activity" 0.540450424723399
264 0.723736392086719 5 6 "GO:0004028" "3-chloroallyl aldehyde dehydrogenase activity" 0.904632649205949
780 0.157109609904837 3 11 "GO:0004029" "aldehyde dehydrogenase (NAD) activity" 0.465137317994123
144 0.84731325734307 5 6 "GO:0004033;GO:0008106" "aldo-keto reductase (NADP) activity" 0.94160478603214
-1464 0.0733604368840279 4 5 "GO:0004075" "biotin carboxylase activity" 0.352716980538406
889 0.276828631709091 2 5 "GO:0004089" "carbonate dehydratase activity" 0.613076837465442
689 0.110087858799598 2 18 "GO:0004114;GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 0.416434894206222
-18 0.968150294424487 4 16 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "cytochrome-c oxidase activity" 0.98588515860984
446 0.550448862415531 2 6 "GO:0004143" "diacylglycerol kinase activity" 0.837834954069725
-184 0.805536471037094 6 6 "GO:0004169" "dolichyl-phosphate-mannose-protein mannosyltransferase activity" 0.922147464939607
-203 0.150019444995889 4 172 "GO:0004175" "endopeptidase activity" 0.455362052740047
-333 0.5854734527356 6 9 "GO:0004176" "ATP-dependent peptidase activity" 0.861458683596578
-279 0.529525004201002 2 17 "GO:0004177" "aminopeptidase activity" 0.827852726161004
-49 0.926742472361672 2 12 "GO:0004180" "carboxypeptidase activity" 0.964920207746561
73 0.910369563241147 2 8 "GO:0004181" "metallocarboxypeptidase activity" 0.961567851507785
-107 0.860611100529627 2 9 "GO:0004185;GO:0070008" "serine-type exopeptidase activity" 0.950995981279272
594 0.329606721339002 2 9 "GO:0004190;GO:0070001" "aspartic-type endopeptidase activity" 0.666981951261751
-16 0.951991714934261 2 46 "GO:0004197" "cysteine-type endopeptidase activity" 0.978029095171779
-585 0.231717492291085 7 14 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 0.565580819053415
66 0.801231210637495 2 49 "GO:0004222" "metalloendopeptidase activity" 0.922147464939607
-507 0.0325169243697652 2 60 "GO:0004252;GO:0008236;GO:0017171" "serine-type peptidase activity" 0.238325262758889
-660 0.176978902183079 4 14 "GO:0004298;GO:0070003" "threonine-type peptidase activity" 0.499363005690284
1261 0.0222097081338973 4 11 "GO:0004364" "glutathione transferase activity" 0.202242948310186
74 0.908374522100098 3 8 "GO:0004383" "guanylate cyclase activity" 0.961231066536864
-733 0.000506994352473693 2 76 "GO:0004386" "helicase activity" 0.0217645432740492
-804 0.0699803559319323 3 17 "GO:0004402" "histone acetyltransferase activity" 0.347588379463565
65 0.931161308061271 5 6 "GO:0004448" "isocitrate dehydrogenase activity" 0.964920207746561
-177 0.437881710564447 2 65 "GO:0004497" "monooxygenase activity" 0.749637293071917
515 0.00991573918128094 2 85 "GO:0004518" "nuclease activity" 0.135439982907951
579 0.0172398898736787 5 57 "GO:0004519" "endonuclease activity" 0.177297398938759
387 0.198484830475963 2 37 "GO:0004520;GO:0004536" "deoxyribonuclease activity" 0.521674635372531
687 0.0852405431181348 6 21 "GO:0004521" "endoribonuclease activity" 0.370933273436032
851 0.254203244750151 3 6 "GO:0004526" "ribonuclease P activity" 0.592155620522639
533 0.117251299756021 5 29 "GO:0004527" "exonuclease activity" 0.424969525877559
645 0.046466993878097 2 32 "GO:0004540" "ribonuclease activity" 0.296834239624826
719 0.238189058251039 6 9 "GO:0004549" "tRNA-specific ribonuclease activity" 0.569108411378942
-180 0.794449496521939 3 7 "GO:0004550" "nucleoside diphosphate kinase activity" 0.922147464939607
668 0.000760005482563323 3 86 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.0258173172196874
466 0.242909825833065 2 21 "GO:0004559;GO:0015923;GO:0015924" "mannosidase activity" 0.572505118924204
279 0.732713769966607 4 5 "GO:0004571" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 0.904632649205949
-1178 0.0685184039370016 4 8 "GO:0004596;GO:0034212" "peptide N-acetyltransferase activity" 0.34604672912721
131 0.829606811302271 3 9 "GO:0004601;GO:0016684" "oxidoreductase activity, acting on peroxide as acceptor" 0.928704754705494
1435 0.0792450287971693 2 5 "GO:0004602" "glutathione peroxidase activity" 0.364273014592688
339 0.236839742220486 5 41 "GO:0004620;GO:0016298" "lipase activity" 0.569108411378942
348 0.510235286028457 2 12 "GO:0004629;GO:0004435" "phospholipase C activity" 0.813674910621418
-190 0.816471802412958 5 5 "GO:0004645" "phosphorylase activity" 0.9258482136796
272 0.00492647987348963 2 379 "GO:0004672" "protein kinase activity" 0.0925254501239771
228 0.0672168045116908 2 224 "GO:0004674" "protein serine/threonine kinase activity" 0.345276064201078
623 0.173107135092941 4 16 "GO:0004675" "transmembrane receptor protein serine/threonine kinase activity" 0.493068190477998
-886 0.1463365080815 2 9 "GO:0004683" "calmodulin-dependent protein kinase activity" 0.453670878318278
1720 0.000436251134102299 2 14 "GO:0004697" "protein kinase C activity" 0.0207814167118615
259 0.286102481044279 3 57 "GO:0004702;GO:0005057" "receptor signaling protein activity" 0.618516514775582
1132 0.0320230168199875 2 12 "GO:0004707" "MAP kinase activity" 0.238325262758889
231 0.689825675804801 2 10 "GO:0004709" "MAP kinase kinase kinase activity" 0.901371791384338
-717 0.267773642935287 2 8 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 0.600492385836222
124 0.555547774783123 2 76 "GO:0004713" "protein tyrosine kinase activity" 0.838905056896123
482 0.109349254929392 2 37 "GO:0004714" "transmembrane receptor protein tyrosine kinase activity" 0.416434894206222
-82 0.80552490191913 3 30 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 0.922147464939607
-135 0.445292035984483 6 109 "GO:0004721" "phosphoprotein phosphatase activity" 0.749637293071917
175 0.646763203466016 2 23 "GO:0004722" "protein serine/threonine phosphatase activity" 0.891795256167181
-173 0.444698417130959 2 66 "GO:0004725" "protein tyrosine phosphatase activity" 0.749637293071917
-1542 0.0593198823247142 2 5 "GO:0004767" "sphingomyelin phosphodiesterase activity" 0.333189245580871
1479 0.0323242701347679 3 7 "GO:0004772;GO:0016413;GO:0016419;GO:0016420" "sterol O-acyltransferase activity" 0.238325262758889
925 0.21526732736682 2 6 "GO:0004779" "sulfate adenylyltransferase activity" 0.543595225829659
-218 0.551033117997734 4 25 "GO:0004812;GO:0016876;GO:0016875" "ligase activity, forming aminoacyl-tRNA and related compounds" 0.837834954069725
157 0.847600980438249 2 5 "GO:0004826" "phenylalanine-tRNA ligase activity" 0.94160478603214
-258 0.116552951116013 3 126 "GO:0004842;GO:0019787;GO:0016881" "acid-amino acid ligase activity" 0.424969525877559
-815 0.10817552334612 4 13 "GO:0004843" "ubiquitin-specific protease activity" 0.416434894206222
6 0.975662278834811 2 94 "GO:0004857" "enzyme inhibitor activity" 0.98588515860984
-1050 0.19903596955409 3 5 "GO:0004859;GO:0055102" "phospholipase inhibitor activity" 0.521674635372531
11 0.976832016025892 2 24 "GO:0004860;GO:0019210" "protein kinase inhibitor activity" 0.98588515860984
-453 0.483370743859173 4 8 "GO:0004861;GO:0030291" "protein serine/threonine kinase inhibitor activity" 0.784752254235251
-2 0.991646485741487 2 60 "GO:0004866;GO:0030414;GO:0061135;GO:0061134" "peptidase regulator activity" 0.994957492371676
369 0.294604552977658 3 27 "GO:0004867" "serine-type endopeptidase inhibitor activity" 0.628312559186047
-15 0.97685329200667 2 12 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 0.98588515860984
-499 0.156691322915304 3 27 "GO:0004879;GO:0098531" "direct ligand regulated sequence-specific DNA binding transcription factor activity" 0.465137317994123
369 0.000773230798592967 2 290 "GO:0004888" "transmembrane signaling receptor activity" 0.0258173172196874
1804 0.00526899049670057 2 8 "GO:0004889;GO:0042166;GO:0042165" "acetylcholine-activated cation-selective channel activity" 0.0959594935914255
-809 0.32239660931676 5 5 "GO:0004890" "GABA-A receptor activity" 0.657345339871043
701 0.0557071226549107 3 25 "GO:0004896" "cytokine receptor activity" 0.324948363373587
199 0.180616835119901 3 155 "GO:0004930" "G-protein coupled receptor activity" 0.502549619940095
-305 0.709621390107954 2 5 "GO:0004953" "icosanoid receptor activity" 0.902373313858904
419 0.374659392138794 7 15 "GO:0004970;GO:0005234" "ionotropic glutamate receptor activity" 0.710645134317067
593 0.391022164777937 2 7 "GO:0004972" "N-methyl-D-aspartate selective glutamate receptor activity" 0.718142231772432
206 0.765866305165527 2 7 "GO:0004993" "serotonin receptor activity" 0.916903684072673
19 0.97675672346763 2 8 "GO:0005003" "ephrin receptor activity" 0.98588515860984
720 0.265606432836354 4 8 "GO:0005031;GO:0005035" "tumor necrosis factor-activated receptor activity" 0.600110774942288
395 0.346541870716715 3 19 "GO:0005044;GO:0038024" "cargo receptor activity" 0.682872393102089
148 0.745822966066122 4 16 "GO:0005048" "signal sequence binding" 0.914774699195386
-239 0.231460020353618 1 85 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.565580819053415
-102 0.824338455021015 2 16 "GO:0005086" "ARF guanyl-nucleotide exchange factor activity" 0.927766688141629
-106 0.690911624011291 3 47 "GO:0005089;GO:0005088" "Ras guanyl-nucleotide exchange factor activity" 0.901371791384338
591 0.469866774477416 3 5 "GO:0005092;GO:0005083" "GDP-dissociation inhibitor activity" 0.776297946034953
185 0.130204382652223 3 232 "GO:0005102" "receptor binding" 0.439668496676736
-1880 0.0214874160068551 5 5 "GO:0005104" "fibroblast growth factor receptor binding" 0.198675954155691
-197 0.687492526026632 2 14 "GO:0005109" "frizzled binding" 0.901371791384338
-148 0.600205285410443 2 42 "GO:0005125;GO:0005126" "cytokine receptor binding" 0.867457326003018
-1212 0.138114675389621 2 5 "GO:0005154" "epidermal growth factor receptor binding" 0.446949839161395
37 0.954689717640208 2 8 "GO:0005158" "insulin receptor binding" 0.979068737859241
-1010 0.0191659159818131 2 18 "GO:0005160" "transforming growth factor beta receptor binding" 0.187896369570462
-12 0.986131121873215 3 7 "GO:0005164;GO:0032813" "tumor necrosis factor receptor superfamily binding" 0.992738365570858
306 0.658172923131971 2 7 "GO:0005178" "integrin binding" 0.90105222506222
669 0.143739671195645 4 16 "GO:0005179" "hormone activity" 0.453670878318278
-413 0.000449514837361397 1 251 "GO:0005198" "structural molecule activity" 0.0207814167118615
616 0.177821093218166 2 16 "GO:0005200" "structural constituent of cytoskeleton" 0.499394752449148
-439 0.322657030385953 2 17 "GO:0005201" "extracellular matrix structural constituent" 0.657345339871043
233 0.00399360361692713 1 558 "GO:0005215" "transporter activity" 0.0815758286727284
502 0.000409728982642777 2 170 "GO:0005216;GO:0022838;GO:0015267;GO:0022803" "channel activity" 0.0207814167118615
150 0.827984917384611 2 7 "GO:0005217" "intracellular ligand-gated ion channel activity" 0.928704754705494
251 0.680223257512584 2 9 "GO:0005227;GO:0022839" "ion gated channel activity" 0.901371791384338
654 0.0347217513295733 3 35 "GO:0005231;GO:0005230" "extracellular ligand-gated ion channel activity" 0.25141894637438
693 0.316242633039372 2 7 "GO:0005242" "inward rectifier potassium channel activity" 0.648962977799403
574 0.171773664080564 4 19 "GO:0005245" "voltage-gated calcium channel activity" 0.492981166262415
-57 0.907397047240503 2 14 "GO:0005246" "calcium channel regulator activity" 0.961231066536864
547 0.46370858431838 3 6 "GO:0005247" "voltage-gated chloride channel activity" 0.769858727003719
522 0.0684012224092741 3 41 "GO:0005249;GO:0005267" "potassium channel activity" 0.34604672912721
308 0.613255008646733 2 9 "GO:0005251" "delayed rectifier potassium channel activity" 0.867597398998703
527 0.0843764098137235 2 36 "GO:0005254;GO:0005253;GO:0015108" "chloride transmembrane transporter activity" 0.370147608014948
556 0.00229224664024174 6 102 "GO:0005261" "cation channel activity" 0.0574016762827202
359 0.240521691331533 2 36 "GO:0005262" "calcium channel activity" 0.569108411378942
455 0.541828149135841 2 6 "GO:0005272" "sodium channel activity" 0.832835594963275
-83 0.892120363106273 3 9 "GO:0005283;GO:0005416" "cation:amino acid symporter activity" 0.960867989653889
719 0.0954315803202095 4 18 "GO:0005310" "dicarboxylic acid transmembrane transporter activity" 0.387529593057067
157 0.598528610678998 3 38 "GO:0005319" "lipid transporter activity" 0.867457326003018
185 0.676755250853505 5 17 "GO:0005328;GO:0005326" "neurotransmitter:sodium symporter activity" 0.901371791384338
-1427 0.0808916683400484 3 5 "GO:0005332;GO:0015185" "gamma-aminobutyric acid:sodium symporter activity" 0.364273014592688
694 0.0823722939316381 5 21 "GO:0005343" "organic acid:sodium symporter activity" 0.366709249280848
-496 0.442792417341616 3 8 "GO:0005351;GO:0005402;GO:0015295" "solute:hydrogen symporter activity" 0.749637293071917
-571 0.279505912588238 2 12 "GO:0005385" "zinc ion transmembrane transporter activity" 0.613076837465442
-627 0.278511435255643 3 10 "GO:0005388" "calcium-transporting ATPase activity" 0.613076837465442
94 0.899599484376941 5 6 "GO:0005452" "inorganic anion exchanger activity" 0.961231066536864
-324 0.428503434163794 3 20 "GO:0005484" "SNAP receptor activity" 0.747629013576337
-720 0.104605074069942 2 17 "GO:0005496" "steroid binding" 0.416342049775067
172 0.365816843970593 6 94 "GO:0005506" "iron ion binding" 0.704168015081186
276 0.5344094318955 4 17 "GO:0005507" "copper ion binding" 0.83193714527478
11 0.920632696881396 5 278 "GO:0005509" "calcium ion binding" 0.964920207746561
-152 0.677779070623757 3 25 "GO:0005516" "calmodulin binding" 0.901371791384338
106 0.791705102238756 4 21 "GO:0005520;GO:0019838" "growth factor binding" 0.922147464939607
46 0.687937321576505 3 262 "GO:0005525;GO:0032561;GO:0019001" "guanyl nucleotide binding" 0.901371791384338
1168 0.010658548415982 3 16 "GO:0005528;GO:0005527;GO:0008144" "drug binding" 0.139256252130547
882 0.0140537628060066 3 26 "GO:0005539" "glycosaminoglycan binding" 0.153569299025636
352 0.585717908586122 2 8 "GO:0005540" "hyaluronic acid binding" 0.861458683596578
-110 0.567347339369579 2 91 "GO:0005543" "phospholipid binding" 0.849439987433317
335 0.425168596561272 2 19 "GO:0005544" "calcium-dependent phospholipid binding" 0.747629013576337
305 0.709074711032088 2 5 "GO:0005546" "phosphatidylinositol-4,5-bisphosphate binding" 0.902373313858904
1139 0.012754448315963 4 16 "GO:0005548" "phospholipid transporter activity" 0.150302420350858
1660 0.0261809374973996 5 6 "GO:0008009;GO:0042379" "chemokine activity" 0.21551621938612
-132 0.773563706213247 3 16 "GO:0008013" "beta-catenin binding" 0.918594101314411
-120 0.5653921739175 2 77 "GO:0008017;GO:0015631" "tubulin binding" 0.849439987433317
-891 0.000767842953611771 4 48 "GO:0008026;GO:0070035" "purine NTP-dependent helicase activity" 0.0258173172196874
475 0.18584224688935 4 26 "GO:0008028" "monocarboxylic acid transmembrane transporter activity" 0.512344910002291
-19 0.907424467747485 2 131 "GO:0008047;GO:0030695;GO:0060589;GO:0005096" "enzyme activator activity" 0.961231066536864
301 0.4312061022894 3 23 "GO:0008066" "glutamate receptor activity" 0.747629013576337
92 0.730951538048183 2 47 "GO:0008081" "phosphoric diester hydrolase activity" 0.904632649205949
-436 0.103294167269318 4 47 "GO:0008083" "growth factor activity" 0.413865296859067
-34 0.79083017861571 3 210 "GO:0008092" "cytoskeletal protein binding" 0.922147464939607
20 0.95118452348655 9 33 "GO:0008094" "DNA-dependent ATPase activity" 0.978029095171779
-209 0.471462146926386 3 40 "GO:0008134" "transcription factor binding" 0.776297946034953
-315 0.220474519521141 2 51 "GO:0008135" "translation factor activity, nucleic acid binding" 0.552104942634191
496 0.119598448198916 7 33 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 0.425317558387861
-384 0.52826942882281 5 9 "GO:0008139" "nuclear localization sequence binding" 0.827852726161004
456 0.10665676447147 4 42 "GO:0008146;GO:0016782" "transferase activity, transferring sulfur-containing groups" 0.416434894206222
-99 0.554830363206653 2 121 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 0.838905056896123
515 0.117481504029138 5 31 "GO:0008171" "O-methyltransferase activity" 0.424969525877559
-41 0.890491218149249 3 37 "GO:0008173" "RNA methyltransferase activity" 0.960867989653889
230 0.514469993404557 2 27 "GO:0008175" "tRNA methyltransferase activity" 0.813674910621418
209 0.762866961115898 2 7 "GO:0008188" "neuropeptide receptor activity" 0.916903684072673
176 0.829807742557155 6 5 "GO:0008192" "RNA guanylyltransferase activity" 0.928704754705494
424 0.0670504665065924 3 63 "GO:0008194" "UDP-glycosyltransferase activity" 0.345276064201078
191 0.798451306178846 2 6 "GO:0008199" "ferric iron binding" 0.922147464939607
1116 0.00970922179379194 2 18 "GO:0008201" "heparin binding" 0.135439982907951
195 0.651267271717073 5 18 "GO:0008227" "G-protein coupled amine receptor activity" 0.893633859136897
-302 0.00891959976141114 2 261 "GO:0008233;GO:0070011" "peptidase activity" 0.128751629532465
-441 0.0308426249234357 2 81 "GO:0008234" "cysteine-type peptidase activity" 0.238325262758889
-157 0.687620808051937 2 22 "GO:0008235" "metalloexopeptidase activity" 0.901371791384338
-85 0.686626678857628 2 77 "GO:0008237" "metallopeptidase activity" 0.901371791384338
-308 0.294815543578145 4 39 "GO:0008238" "exopeptidase activity" 0.628312559186047
-335 0.604493700334366 6 8 "GO:0008242" "omega peptidase activity" 0.867597398998703
-1453 0.0754685012683757 2 5 "GO:0008252" "nucleotidase activity" 0.35434819736167
-52 0.475218788611697 4 717 "GO:0008270;GO:0046914" "transition metal ion binding" 0.780345606436147
502 0.41069329412735 5 9 "GO:0008271;GO:0015116;GO:0015106;GO:0019531" "bicarbonate transmembrane transporter activity" 0.736796029165783
-121 0.871010743629885 3 6 "GO:0008273;GO:0022821" "calcium, potassium:sodium antiporter activity" 0.952354165966234
-78 0.614505391766536 2 144 "GO:0008289" "lipid binding" 0.867597398998703
901 0.119478010085364 2 10 "GO:0008308" "voltage-gated anion channel activity" 0.425317558387861
-647 0.42865867105913 2 5 "GO:0008312" "7S RNA binding" 0.747629013576337
-237 0.713656866660702 2 8 "GO:0008318;GO:0004659" "prenyltransferase activity" 0.902373313858904
-718 0.336015610623113 2 6 "GO:0008320;GO:0022884" "macromolecule transmembrane transporter activity" 0.673151273281636
