"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.155275662282682 2 5 "GO:0001191" "RNA polymerase II transcription factor binding transcription factor activity involved in negative regulation of transcription" 1
0 1 2 11 "GO:0001227" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in negative regulation of transcription" 1
0 1 2 16 "GO:0001228" "RNA polymerase II transcription regulatory region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription" 1
0 1 6 28 "GO:0001517;GO:0001537;GO:0004394;GO:0034483;GO:0016232;GO:0017095;GO:0018721;GO:0018722;GO:0019111;GO:0018723;GO:0018724;GO:0018725;GO:0018726;GO:0018727;GO:0034930;GO:0050694;GO:0050698;GO:0051922;GO:0004027;GO:0080131" "heparan sulfate sulfotransferase activity" 1
0 1 3 5 "GO:0001540" "beta-amyloid binding" 1
0 1 3 5 "GO:0001609" "G-protein coupled adenosine receptor activity" 1
0 1 4 8 "GO:0001614;GO:0016502" "nucleotide receptor activity" 1
0 1 4 42 "GO:0001664" "G-protein coupled receptor binding" 1
0 1 3 7 "GO:0002039" "p53 binding" 1
0 1 5 18 "GO:0002161" "aminoacyl-tRNA editing activity" 1
0 1 8 25 "GO:0003678" "DNA helicase activity" 1
0 0.181631765979691 2 67 "GO:0003682" "chromatin binding" 1
0 1 2 22 "GO:0003684" "damaged DNA binding" 1
0 1 4 6 "GO:0003689;GO:0033170" "protein-DNA loading ATPase activity" 1
0 1 6 22 "GO:0003690" "double-stranded DNA binding" 1
0 1 4 23 "GO:0003697" "single-stranded DNA binding" 1
0 0.346194923996557 2 342 "GO:0003700;GO:0001071" "sequence-specific DNA binding transcription factor activity" 1
0 0.750358195059943 2 41 "GO:0003707" "steroid hormone receptor activity" 1
0 1 3 5 "GO:0003708" "retinoic acid receptor activity" 1
0 0.0569023441728784 2 44 "GO:0003713" "transcription coactivator activity" 1
0 0.188393141376013 2 24 "GO:0003714" "transcription corepressor activity" 1
0 0.132019145399219 4 356 "GO:0003723" "RNA binding" 1
0 1 2 10 "GO:0003725" "double-stranded RNA binding" 1
0 0.750358195059943 2 41 "GO:0003729" "mRNA binding" 1
0 1 3 7 "GO:0003730" "mRNA 3'-UTR binding" 1
0 0.992139620941257 2 142 "GO:0003735" "structural constituent of ribosome" 1
0 1 2 31 "GO:0003743" "translation initiation factor activity" 1
0 1 2 14 "GO:0003746" "translation elongation factor activity" 1
0 0.624919136623951 2 29 "GO:0003755;GO:0016859" "cis-trans isomerase activity" 1
0 1 2 10 "GO:0003756;GO:0016864" "protein disulfide isomerase activity" 1
0 0.00754930243408763 7 69 "GO:0003774" "motor activity" 0.442504218365552
0 0.0078831594646547 2 38 "GO:0003777" "microtubule motor activity" 0.442504218365552
0 0.340695695268723 4 116 "GO:0003779" "actin binding" 1
0 1 2 6 "GO:0003785" "actin monomer binding" 1
0 1 2 5 "GO:0003836" "beta-galactoside (CMP) alpha-2,3-sialyltransferase activity" 1
0 1 5 5 "GO:0003857" "3-hydroxyacyl-CoA dehydrogenase activity" 1
0 1 2 5 "GO:0003873" "6-phosphofructo-2-kinase activity" 1
0 0.0969425770783459 2 16 "GO:0003887;GO:0034061" "DNA polymerase activity" 1
0 1 6 27 "GO:0003899;GO:0034062" "DNA-directed RNA polymerase activity" 1
0 1 2 8 "GO:0003906" "DNA-(apurinic or apyrimidinic site) lyase activity" 1
0 1 2 5 "GO:0003923" "GPI-anchor transamidase activity" 1
0 0.921568085492593 3 75 "GO:0003924" "GTPase activity" 1
0 1 4 8 "GO:0003950" "NAD+ ADP-ribosyltransferase activity" 1
0 1 4 16 "GO:0003954;GO:0008137;GO:0050136;GO:0016655" "NADH dehydrogenase activity" 1
0 1 2 5 "GO:0003993" "acid phosphatase activity" 1
0 1 2 12 "GO:0003995;GO:0052890" "acyl-CoA dehydrogenase activity" 1
0 0.262020021175934 3 9 "GO:0004000" "adenosine deaminase activity" 1
0 1 9 15 "GO:0004003" "ATP-dependent DNA helicase activity" 1
0 0.704179131014278 3 36 "GO:0004004;GO:0003724;GO:0008186" "RNA helicase activity" 1
0 0.210441139372076 4 7 "GO:0004012" "phospholipid-translocating ATPase activity" 1
0 0.183321845827446 3 6 "GO:0004016" "adenylate cyclase activity" 1
0 1 2 6 "GO:0004028" "3-chloroallyl aldehyde dehydrogenase activity" 1
0 1 3 11 "GO:0004029" "aldehyde dehydrogenase (NAD) activity" 1
0 1 2 6 "GO:0004033;GO:0008106" "aldo-keto reductase (NADP) activity" 1
0 1 2 5 "GO:0004075" "biotin carboxylase activity" 1
0 1 2 5 "GO:0004089" "carbonate dehydratase activity" 1
0 1 3 18 "GO:0004114;GO:0004112" "cyclic-nucleotide phosphodiesterase activity" 1
0 1 3 16 "GO:0004129;GO:0015002;GO:0016676;GO:0016675" "cytochrome-c oxidase activity" 1
0 1 3 6 "GO:0004143" "diacylglycerol kinase activity" 1
0 1 2 6 "GO:0004169" "dolichyl-phosphate-mannose-protein mannosyltransferase activity" 1
0 0.997216855819653 5 172 "GO:0004175" "endopeptidase activity" 1
0 1 3 9 "GO:0004176" "ATP-dependent peptidase activity" 1
0 1 3 17 "GO:0004177" "aminopeptidase activity" 1
0 0.0580945307275841 3 12 "GO:0004180" "carboxypeptidase activity" 1
0 0.0268808791912994 2 8 "GO:0004181" "metallocarboxypeptidase activity" 0.739162539236931
0 0.262020021175934 2 9 "GO:0004185;GO:0070008" "serine-type exopeptidase activity" 1
0 1 2 9 "GO:0004190;GO:0070001" "aspartic-type endopeptidase activity" 1
0 1 2 46 "GO:0004197" "cysteine-type endopeptidase activity" 1
0 1 3 14 "GO:0004198" "calcium-dependent cysteine-type endopeptidase activity" 1
0 0.809780579841685 2 49 "GO:0004222" "metalloendopeptidase activity" 1
0 0.597227675632502 2 60 "GO:0004252;GO:0008236;GO:0017171" "serine-type peptidase activity" 1
0 1 6 14 "GO:0004298;GO:0070003" "threonine-type endopeptidase activity" 1
0 1 2 11 "GO:0004364" "glutathione transferase activity" 1
0 1 3 8 "GO:0004383" "guanylate cyclase activity" 1
0 0.464655057739705 2 76 "GO:0004386" "helicase activity" 1
0 0.0173565183925057 4 17 "GO:0004402" "histone acetyltransferase activity" 0.670314331184038
0 1 5 6 "GO:0004448" "isocitrate dehydrogenase activity" 1
0 1 3 65 "GO:0004497" "monooxygenase activity" 1
0 0.311458354597725 2 85 "GO:0004518" "nuclease activity" 1
0 0.855109688489941 2 57 "GO:0004519" "endonuclease activity" 1
0 0.714049226738302 2 37 "GO:0004520;GO:0004536" "deoxyribonuclease activity" 1
0 0.508179668195107 2 21 "GO:0004521" "endoribonuclease activity" 1
0 1 3 6 "GO:0004526" "ribonuclease P activity" 1
0 0.0698980111161994 2 29 "GO:0004527" "exonuclease activity" 1
0 0.28727106998338 3 32 "GO:0004540" "ribonuclease activity" 1
0 1 2 9 "GO:0004549" "tRNA-specific ribonuclease activity" 1
0 1 2 7 "GO:0004550" "nucleoside diphosphate kinase activity" 1
0 0.784985096691501 2 86 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 1
0 0.508179668195107 4 21 "GO:0004559;GO:0015923;GO:0015924" "mannosidase activity" 1
0 0.155275662282682 8 5 "GO:0004571" "mannosyl-oligosaccharide 1,2-alpha-mannosidase activity" 1
0 1 8 8 "GO:0004596;GO:0034212" "peptide N-acetyltransferase activity" 1
0 1 3 9 "GO:0004601;GO:0016684" "oxidoreductase activity, acting on peroxide as acceptor" 1
0 1 2 5 "GO:0004602" "glutathione peroxidase activity" 1
0 0.3968358364195 5 41 "GO:0004620;GO:0016298" "lipase activity" 1
0 0.333167167483464 2 12 "GO:0004629;GO:0004435" "phospholipase C activity" 1
0 1 2 5 "GO:0004645" "phosphorylase activity" 1
0 0.045886521536651 2 379 "GO:0004672" "protein kinase activity" 1
0 0.0072708893777223 4 224 "GO:0004674" "protein serine/threonine kinase activity" 0.442504218365552
0 0.0969425770783459 2 16 "GO:0004675" "transmembrane receptor protein serine/threonine kinase activity" 1
0 1 2 9 "GO:0004683" "calmodulin-dependent protein kinase activity" 1
0 1 7 14 "GO:0004697" "protein kinase C activity" 1
0 0.00258430746425504 6 57 "GO:0004702;GO:0005057" "receptor signaling protein activity" 0.33335759395686
0 0.333167167483464 7 12 "GO:0004707" "MAP kinase activity" 1
0 0.00363444573806926 2 10 "GO:0004709" "MAP kinase kinase kinase activity" 0.364050314763271
0 1 4 8 "GO:0004712" "protein serine/threonine/tyrosine kinase activity" 1
0 0.244544116195601 3 76 "GO:0004713" "protein tyrosine kinase activity" 1
0 0.348855684949446 2 37 "GO:0004714" "transmembrane receptor protein tyrosine kinase activity" 1
0 0.637419847829945 4 30 "GO:0004715" "non-membrane spanning protein tyrosine kinase activity" 1
0 0.707329520452286 3 109 "GO:0004721" "phosphoprotein phosphatase activity" 1
0 0.540378516894901 5 23 "GO:0004722" "protein serine/threonine phosphatase activity" 1
0 0.375553566689547 2 66 "GO:0004725" "protein tyrosine phosphatase activity" 1
0 1 2 5 "GO:0004767" "sphingomyelin phosphodiesterase activity" 1
0 1 2 7 "GO:0004772;GO:0016413;GO:0016419;GO:0016420" "sterol O-acyltransferase activity" 1
0 1 6 6 "GO:0004779" "sulfate adenylyltransferase activity" 1
0 1 5 25 "GO:0004812;GO:0016876;GO:0016875" "aminoacyl-tRNA ligase activity" 1
0 1 2 5 "GO:0004826" "phenylalanine-tRNA ligase activity" 1
0 0.0574921126406757 2 126 "GO:0004842;GO:0019787;GO:0016881" "acid-amino acid ligase activity" 1
0 1 2 13 "GO:0004843" "ubiquitin-specific protease activity" 1
0 0.824913351099806 2 94 "GO:0004857" "enzyme inhibitor activity" 1
0 1 3 5 "GO:0004859;GO:0055102" "lipase inhibitor activity" 1
0 1 2 24 "GO:0004860;GO:0019210" "protein kinase inhibitor activity" 1
0 1 5 8 "GO:0004861;GO:0030291" "protein serine/threonine kinase inhibitor activity" 1
0 0.597227675632502 3 60 "GO:0004866;GO:0030414;GO:0061135;GO:0061134" "peptidase regulator activity" 1
0 0.598616477293004 2 27 "GO:0004867" "serine-type endopeptidase inhibitor activity" 1
0 0.333167167483464 2 12 "GO:0004869" "cysteine-type endopeptidase inhibitor activity" 1
0 0.598616477293004 4 27 "GO:0004879;GO:0098531" "ligand-activated sequence-specific DNA binding RNA polymerase II transcription factor activity" 1
0 0.100696114710209 3 290 "GO:0004888" "transmembrane signaling receptor activity" 1
0 1 5 8 "GO:0004889;GO:0042166;GO:0042165" "acetylcholine-activated cation-selective channel activity" 1
0 1 2 5 "GO:0004890" "GABA-A receptor activity" 1
0 1 2 25 "GO:0004896" "cytokine receptor activity" 1
0 0.409612058561118 2 155 "GO:0004930" "G-protein coupled receptor activity" 1
0 1 5 5 "GO:0004953" "icosanoid receptor activity" 1
0 0.397484667115663 2 15 "GO:0004970;GO:0005234" "ionotropic glutamate receptor activity" 1
0 1 7 7 "GO:0004972" "N-methyl-D-aspartate selective glutamate receptor activity" 1
0 1 2 7 "GO:0004993" "serotonin receptor activity" 1
0 1 2 8 "GO:0005003" "ephrin receptor activity" 1
0 0.236664033683615 2 8 "GO:0005031;GO:0005035" "tumor necrosis factor-activated receptor activity" 1
0 1 2 19 "GO:0005044;GO:0038024" "cargo receptor activity" 1
0 1 3 16 "GO:0005048" "signal sequence binding" 1
0 0.0221896506423469 1 85 "GO:0005085" "guanyl-nucleotide exchange factor activity" 0.70189368610792
0 0.417520806451485 2 16 "GO:0005086" "ARF guanyl-nucleotide exchange factor activity" 1
0 0.0189606383196816 3 47 "GO:0005089;GO:0005088" "Ras guanyl-nucleotide exchange factor activity" 0.670314331184038
0 1 5 5 "GO:0005092;GO:0005083" "GDP-dissociation inhibitor activity" 1
0 0.65610037192195 3 232 "GO:0005102" "receptor binding" 1
0 1 2 5 "GO:0005104" "fibroblast growth factor receptor binding" 1
0 1 2 14 "GO:0005109" "frizzled binding" 1
0 1 2 42 "GO:0005125;GO:0005126" "cytokine receptor binding" 1
0 1 2 5 "GO:0005154" "epidermal growth factor receptor binding" 1
0 0.0268808791912994 2 8 "GO:0005158" "insulin receptor binding" 0.739162539236931
0 1 2 18 "GO:0005160" "transforming growth factor beta receptor binding" 1
0 1 6 7 "GO:0005164;GO:0032813" "tumor necrosis factor receptor superfamily binding" 1
0 1 2 7 "GO:0005178" "integrin binding" 1
0 1 2 16 "GO:0005179" "hormone activity" 1
0 0.991193740455174 1 251 "GO:0005198" "structural molecule activity" 1
0 1 2 16 "GO:0005200" "structural constituent of cytoskeleton" 1
0 1 2 17 "GO:0005201" "extracellular matrix structural constituent" 1
0 0.99656415993922 1 558 "GO:0005215" "transporter activity" 1
0 0.926022693080092 3 170 "GO:0005216;GO:0022838;GO:0015267;GO:0022803" "channel activity" 1
0 1 3 7 "GO:0005217" "intracellular ligand-gated ion channel activity" 1
0 0.262020021175934 3 9 "GO:0005227;GO:0022839" "ion gated channel activity" 1
0 0.693970029537368 6 35 "GO:0005231;GO:0005230" "extracellular ligand-gated ion channel activity" 1
0 1 2 7 "GO:0005242" "inward rectifier potassium channel activity" 1
0 1 2 19 "GO:0005245" "voltage-gated calcium channel activity" 1
0 1 2 14 "GO:0005246" "calcium channel regulator activity" 1
0 1 4 6 "GO:0005247" "voltage-gated chloride channel activity" 1
0 1 6 41 "GO:0005249;GO:0005267" "potassium channel activity" 1
0 1 2 9 "GO:0005251" "delayed rectifier potassium channel activity" 1
0 1 2 36 "GO:0005254;GO:0005253;GO:0015108" "chloride transmembrane transporter activity" 1
0 0.858077760301076 2 102 "GO:0005261" "cation channel activity" 1
0 0.704179131014278 7 36 "GO:0005262" "calcium channel activity" 1
0 1 5 6 "GO:0005272" "sodium channel activity" 1
0 1 2 9 "GO:0005283;GO:0005416" "cation:amino acid symporter activity" 1
0 0.455625285258767 3 18 "GO:0005310" "dicarboxylic acid transmembrane transporter activity" 1
0 0.723591521730349 2 38 "GO:0005319" "lipid transporter activity" 1
0 1 2 17 "GO:0005328;GO:0005326" "neurotransmitter:sodium symporter activity" 1
0 1 3 5 "GO:0005332;GO:0015185" "gamma-aminobutyric acid:sodium symporter activity" 1
0 0.508179668195107 2 21 "GO:0005343" "organic acid:sodium symporter activity" 1
0 0.236664033683615 5 8 "GO:0005351;GO:0005402;GO:0015295" "solute:hydrogen symporter activity" 1
0 1 2 12 "GO:0005385" "zinc ion transmembrane transporter activity" 1
0 1 2 10 "GO:0005388" "calcium-transporting ATPase activity" 1
0 1 2 6 "GO:0005452" "inorganic anion exchanger activity" 1
0 1 2 20 "GO:0005484" "SNAP receptor activity" 1
0 0.107554051569791 2 17 "GO:0005496" "steroid binding" 1
0 1 4 94 "GO:0005506" "iron ion binding" 1
0 1 6 17 "GO:0005507" "copper ion binding" 1
0 0.132413879469551 3 278 "GO:0005509" "calcium ion binding" 1
0 1 3 25 "GO:0005516" "calmodulin binding" 1
0 0.508179668195107 2 21 "GO:0005520;GO:0019838" "growth factor binding" 1
0 0.977423439171021 2 262 "GO:0005525;GO:0032561;GO:0019001" "guanyl nucleotide binding" 1
0 1 3 16 "GO:0005528;GO:0005527;GO:0008144" "drug binding" 1
0 0.21282818675965 3 26 "GO:0005539" "glycosaminoglycan binding" 1
0 1 4 8 "GO:0005540" "hyaluronic acid binding" 1
0 0.357039166065042 2 91 "GO:0005543" "phospholipid binding" 1
0 1 3 19 "GO:0005544" "calcium-dependent phospholipid binding" 1
0 1 4 5 "GO:0005546" "phosphatidylinositol-4,5-bisphosphate binding" 1
0 0.417520806451485 2 16 "GO:0005548" "phospholipid transporter activity" 1
0 1 2 6 "GO:0008009;GO:0042379" "chemokine activity" 1
0 0.417520806451485 3 16 "GO:0008013" "beta-catenin binding" 1
0 0.013481047007187 2 77 "GO:0008017;GO:0015631" "tubulin binding" 0.623239173178414
0 0.803201844954787 4 48 "GO:0008026;GO:0070035" "purine NTP-dependent helicase activity" 1
0 1 5 26 "GO:0008028" "monocarboxylic acid transmembrane transporter activity" 1
0 0.440187268117843 2 131 "GO:0008047;GO:0030695;GO:0060589;GO:0005096" "enzyme activator activity" 1
0 0.540378516894901 2 23 "GO:0008066" "glutamate receptor activity" 1
0 0.796396705392874 3 47 "GO:0008081" "phosphoric diester hydrolase activity" 1
0 1 2 47 "GO:0008083" "growth factor activity" 1
0 0.00155114092420645 3 210 "GO:0008092" "cytoskeletal protein binding" 0.33335759395686
0 1 2 33 "GO:0008094" "DNA-dependent ATPase activity" 1
0 0.384981853328488 3 40 "GO:0008134" "transcription factor binding" 1
0 1 5 51 "GO:0008135" "translation factor activity, nucleic acid binding" 1
0 1 2 33 "GO:0008138" "protein tyrosine/serine/threonine phosphatase activity" 1
0 1 4 9 "GO:0008139" "nuclear localization sequence binding" 1
0 0.758694143388359 4 42 "GO:0008146;GO:0016782" "transferase activity, transferring sulfur-containing groups" 1
0 0.0472822837636268 4 121 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 1
0 0.64950585290228 2 31 "GO:0008171" "O-methyltransferase activity" 1
0 0.714049226738302 5 37 "GO:0008173" "RNA methyltransferase activity" 1
0 0.598616477293004 2 27 "GO:0008175" "tRNA methyltransferase activity" 1
0 1 2 7 "GO:0008188" "neuropeptide receptor activity" 1
0 1 2 5 "GO:0008192" "RNA guanylyltransferase activity" 1
0 0.62395919995168 4 63 "GO:0008194" "UDP-glycosyltransferase activity" 1
0 1 7 6 "GO:0008199" "ferric iron binding" 1
0 0.118457265969588 2 18 "GO:0008201" "heparin binding" 1
0 1 3 18 "GO:0008227" "G-protein coupled amine receptor activity" 1
0 0.939341842258895 3 261 "GO:0008233;GO:0070011" "peptidase activity" 1
0 1 2 81 "GO:0008234" "cysteine-type peptidase activity" 1
0 0.164396554665295 6 22 "GO:0008235" "metalloexopeptidase activity" 1
0 0.473283119759583 5 77 "GO:0008237" "metallopeptidase activity" 1
0 0.373028957109909 2 39 "GO:0008238" "exopeptidase activity" 1
0 1 2 8 "GO:0008242" "omega peptidase activity" 1
0 1 3 5 "GO:0008252" "nucleotidase activity" 1
0 0.00676587251932951 4 717 "GO:0008270;GO:0046914" "transition metal ion binding" 0.442504218365552
0 1 4 9 "GO:0008271;GO:0015116;GO:0015106;GO:0019531" "bicarbonate transmembrane transporter activity" 1
0 1 2 6 "GO:0008273;GO:0022821" "calcium, potassium:sodium antiporter activity" 1
0 0.3438084033879 2 144 "GO:0008289" "lipid binding" 1
0 1 3 10 "GO:0008308" "voltage-gated anion channel activity" 1
0 1 5 5 "GO:0008312" "7S RNA binding" 1
0 1 4 8 "GO:0008318;GO:0004659" "prenyltransferase activity" 1
0 1 3 6 "GO:0008320;GO:0022884" "macromolecule transmembrane transporter activity" 1
0 1 7 12 "GO:0008330;GO:0008579;GO:0008969;GO:0016312;GO:0052745;GO:0017161;GO:0046030;GO:0019178;GO:0019198;GO:0030351;GO:0052827;GO:0030352;GO:0052743;GO:0030487;GO:0043726;GO:0043812;GO:0043813;GO:0034595;GO:0052825;GO:0052828;GO:0052829;GO:0052830;GO:0052831;GO:0052867;GO:0034594;GO:1990003;GO:0098519" "phosphatidylinositol trisphosphate phosphatase activity" 1
0 1 5 6 "GO:0008331" "high voltage-gated calcium channel activity" 1
0 0.376762718228387 4 14 "GO:0008373" "sialyltransferase activity" 1
0 1 2 17 "GO:0008374" "O-acyltransferase activity" 1
0 0.732816852378256 2 39 "GO:0008375" "acetylglucosaminyltransferase activity" 1
0 0.524550292648907 2 22 "GO:0008376" "acetylgalactosaminyltransferase activity" 1
0 1 2 33 "GO:0008378" "galactosyltransferase activity" 1
0 1 3 9 "GO:0008392;GO:0008391" "arachidonic acid monooxygenase activity" 1
0 1 2 20 "GO:0008395" "steroid hydroxylase activity" 1
0 0.0270575305544301 4 20 "GO:0008408" "3'-5' exonuclease activity" 0.739162539236931
0 0.210441139372076 4 7 "GO:0008409" "5'-3' exonuclease activity" 1
0 1 2 23 "GO:0008417" "fucosyltransferase activity" 1
0 1 2 12 "GO:0008440;GO:0051766" "inositol trisphosphate kinase activity" 1
0 1 5 8 "GO:0008443" "phosphofructokinase activity" 1
0 1 2 5 "GO:0008469" "histone-arginine N-methyltransferase activity" 1
0 0.155275662282682 4 5 "GO:0008479" "queuine tRNA-ribosyltransferase activity" 1
0 1 2 17 "GO:0008483;GO:0016769" "transferase activity, transferring nitrogenous groups" 1
0 1 2 10 "GO:0008484" "sulfuric ester hydrolase activity" 1
0 0.803627004331635 2 128 "GO:0008509" "anion transmembrane transporter activity" 1
0 1 2 5 "GO:0008519" "ammonium transmembrane transporter activity" 1
0 0.704179131014278 2 36 "GO:0008528;GO:0001653" "peptide receptor activity" 1
0 0.286537628445837 2 10 "GO:0008536" "Ran GTPase binding" 1
0 1 3 40 "GO:0008565" "protein transporter activity" 1
0 0.236664033683615 3 8 "GO:0008568" "microtubule-severing ATPase activity" 1
0 1 3 5 "GO:0008574" "plus-end-directed microtubule motor activity" 1
0 1 4 10 "GO:0008601" "protein phosphatase type 2A regulator activity" 1
0 0.155275662282682 2 5 "GO:0008603" "cAMP-dependent protein kinase regulator activity" 1
0 1 3 8 "GO:0008748;GO:0043738;GO:0043826;GO:0043883;GO:0043914;GO:0052693" "NADPH:sulfur oxidoreductase activity" 1
0 0.018563791006346 2 82 "GO:0008757" "S-adenosylmethionine-dependent methyltransferase activity" 0.670314331184038
0 0.661190845899664 6 32 "GO:0008766;GO:0018169;GO:0070739;GO:0043773;GO:0043774;GO:0070735;GO:0070736;GO:0070737;GO:0070738;GO:0070740" "protein-glutamic acid ligase activity" 1
0 0.43689372863159 5 17 "GO:0008933;GO:0015925;GO:0015926;GO:0015927;GO:0015928;GO:0016160;GO:0044653;GO:0004558;GO:0044654;GO:0052736;GO:0052769;GO:0052859;GO:0008422" "fucosidase activity" 1
0 1 1 45 "GO:0009055" "electron carrier activity" 1
0 0.236664033683615 2 8 "GO:0009881" "photoreceptor activity" 1
0 0.397484667115663 2 15 "GO:0009975;GO:0016849" "cyclase activity" 1
0 1 4 6 "GO:0009982" "pseudouridine synthase activity" 1
0 1 2 9 "GO:0010181" "FMN binding" 1
0 1 4 10 "GO:0010296;GO:0051723;GO:0018731;GO:0018732;GO:0018733;GO:0018734;GO:0034892;GO:0035460;GO:0043905;GO:0043906;GO:0043907;GO:0043908;GO:0047376;GO:0050253;GO:0052767;GO:0052768;GO:0080030;GO:0080031;GO:0080032" "prenylcysteine methylesterase activity" 1
0 1 2 28 "GO:0015020" "glucuronosyltransferase activity" 1
0 1 2 5 "GO:0015026" "coreceptor activity" 1
0 1 3 15 "GO:0015035;GO:0015036" "protein disulfide oxidoreductase activity" 1
0 1 2 5 "GO:0015057" "thrombin receptor activity" 1
0 0.99052819885556 4 511 "GO:0015075;GO:0022891;GO:0022857;GO:0022892" "substrate-specific transporter activity" 1
0 0.973591440999478 4 162 "GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 1
0 1 5 60 "GO:0015078" "hydrogen ion transmembrane transporter activity" 1
0 1 2 55 "GO:0015079" "potassium ion transmembrane transporter activity" 1
0 0.559421397320272 2 56 "GO:0015081" "sodium ion transmembrane transporter activity" 1
0 1 3 5 "GO:0015095" "magnesium ion transmembrane transporter activity" 1
0 1 3 10 "GO:0015101" "organic cation transmembrane transporter activity" 1
0 0.782075935768573 2 45 "GO:0015103" "inorganic anion transmembrane transporter activity" 1
0 1 2 11 "GO:0015129" "lactate transmembrane transporter activity" 1
0 0.355331601612694 3 13 "GO:0015144;GO:1901476;GO:0051119" "carbohydrate transmembrane transporter activity" 1
0 1 3 5 "GO:0015145" "monosaccharide transmembrane transporter activity" 1
0 0.741735698507737 3 40 "GO:0015171" "amino acid transmembrane transporter activity" 1
0 1 7 12 "GO:0015175" "neutral amino acid transmembrane transporter activity" 1
0 1 2 20 "GO:0015179" "L-amino acid transmembrane transporter activity" 1
0 1 6 6 "GO:0015194;GO:0022889" "serine transmembrane transporter activity" 1
0 0.183321845827446 2 6 "GO:0015238" "drug transmembrane transporter activity" 1
