name	term	lev	seq	value
"chromosome"	GO:0005694	2	ENSDARG00000026799	1
"chromosome"	GO:0005694	2	ENSDARG00000029406	0
"chromosome"	GO:0005694	2	ENSDARG00000033009	0
"chromosome"	GO:0005694	2	ENSDARG00000035147	0
"chromosome"	GO:0005694	2	ENSDARG00000035519	0
"chromosome"	GO:0005694	2	ENSDARG00000035655	0
"chromosome"	GO:0005694	2	ENSDARG00000037009	0
"chromosome"	GO:0005694	2	ENSDARG00000038858	0
"chromosome"	GO:0005694	2	ENSDARG00000038882	0
"chromosome"	GO:0005694	2	ENSDARG00000039354	0
"chromosome"	GO:0005694	2	ENSDARG00000039547	0
"chromosome"	GO:0005694	2	ENSDARG00000039830	0
"chromosome"	GO:0005694	2	ENSDARG00000040303	0
"chromosome"	GO:0005694	2	ENSDARG00000041081	0
"chromosome"	GO:0005694	2	ENSDARG00000041243	0
"chromosome"	GO:0005694	2	ENSDARG00000041411	0
"chromosome"	GO:0005694	2	ENSDARG00000044074	1
"chromosome"	GO:0005694	2	ENSDARG00000044135	1
"chromosome"	GO:0005694	2	ENSDARG00000045248	0
"chromosome"	GO:0005694	2	ENSDARG00000051718	0
"chromosome"	GO:0005694	2	ENSDARG00000052164	0
"chromosome"	GO:0005694	2	ENSDARG00000052827	0
"chromosome"	GO:0005694	2	ENSDARG00000055753	0
"chromosome"	GO:0005694	2	ENSDARG00000057100	0
"chromosome"	GO:0005694	2	ENSDARG00000058203	0
"chromosome"	GO:0005694	2	ENSDARG00000058479	0
"chromosome"	GO:0005694	2	ENSDARG00000058587	0
"chromosome"	GO:0005694	2	ENSDARG00000061547	0
"chromosome"	GO:0005694	2	ENSDARG00000062244	0
"chromosome"	GO:0005694	2	ENSDARG00000068157	0
"chromosome"	GO:0005694	2	ENSDARG00000068434	0
"chromosome"	GO:0005694	2	ENSDARG00000068436	0
"chromosome"	GO:0005694	2	ENSDARG00000068833	0
"chromosome"	GO:0005694	2	ENSDARG00000068919	1
"chromosome"	GO:0005694	2	ENSDARG00000068941	0
"chromosome"	GO:0005694	2	ENSDARG00000068995	0
"chromosome"	GO:0005694	2	ENSDARG00000068996	0
"chromosome"	GO:0005694	2	ENSDARG00000069917	0
"chromosome"	GO:0005694	2	ENSDARG00000070109	0
"chromosome"	GO:0005694	2	ENSDARG00000070265	0
"chromosome"	GO:0005694	2	ENSDARG00000073721	0
"chromosome"	GO:0005694	2	ENSDARG00000075366	0
"chromosome"	GO:0005694	2	ENSDARG00000075482	0
"chromosome"	GO:0005694	2	ENSDARG00000075508	0
"chromosome"	GO:0005694	2	ENSDARG00000076320	0
"chromosome"	GO:0005694	2	ENSDARG00000076766	0
"chromosome"	GO:0005694	2	ENSDARG00000077456	0
"chromosome"	GO:0005694	2	ENSDARG00000077587	0
"chromosome"	GO:0005694	2	ENSDARG00000086555	0
"chromosome"	GO:0005694	2	ENSDARG00000087543	0
"chromosome"	GO:0005694	2	ENSDARG00000087854	0
"chromosome"	GO:0005694	2	ENSDARG00000088420	0
"chromosome"	GO:0005694	2	ENSDARG00000088686	0
"chromosome"	GO:0005694	2	ENSDARG00000088889	0
"chromosome"	GO:0005694	2	ENSDARG00000088984	0
"chromosome"	GO:0005694	2	ENSDARG00000089039	0
"chromosome"	GO:0005694	2	ENSDARG00000089044	0
"chromosome"	GO:0005694	2	ENSDARG00000089684	0
"chromosome"	GO:0005694	2	ENSDARG00000089737	0
"chromosome"	GO:0005694	2	ENSDARG00000089823	0
"chromosome"	GO:0005694	2	ENSDARG00000090591	0
"chromosome"	GO:0005694	2	ENSDARG00000090941	0
"chromosome"	GO:0005694	2	ENSDARG00000091446	0
"chromosome"	GO:0005694	2	ENSDARG00000091905	0
"chromosome"	GO:0005694	2	ENSDARG00000093195	0
"chromosome"	GO:0005694	2	ENSDARG00000093622	0
"chromosome"	GO:0005694	2	ENSDARG00000096992	0
"chromosome"	GO:0005694	2	ENSDARG00000097103	0
"chromosome"	GO:0005694	2	ENSDARG00000098780	0
"chromosome"	GO:0005694	2	ENSDARG00000099214	0
"chromosome"	GO:0005694	2	ENSDARG00000099514	0
"chromosome"	GO:0005694	2	ENSDARG00000099920	0
"chromosome"	GO:0005694	2	ENSDARG00000100024	0
"chromosome"	GO:0005694	2	ENSDARG00000100259	0
"chromosome"	GO:0005694	2	ENSDARG00000101114	0
"chromosome"	GO:0005694	2	ENSDARG00000102892	0
"chromosome"	GO:0005694	2	ENSDARG00000103996	0
"chromosome"	GO:0005694	2	ENSDARG00000104374	0
"chromosome"	GO:0005694	2	ENSDARG00000105352	0
"chromosome"	GO:0005694	2	ENSDARG00000105353	0
"chromosome"	GO:0005694	2	ENSDARG00000105355	0
"chromosome"	GO:0005694	2	ENSDARG00000105409	0
"chromosome"	GO:0005694	2	ENSDARG00000105507	0
"microtubule cytoskeleton"	GO:0015630	5	ENSDARG00000024933	0
"microtubule cytoskeleton"	GO:0015630	5	ENSDARG00000039697	1
"microtubule cytoskeleton"	GO:0015630	5	ENSDARG00000068480	1
"microtubule cytoskeleton"	GO:0015630	5	ENSDARG00000073753	0
"microtubule cytoskeleton"	GO:0015630	5	ENSDARG00000074311	0
"microtubule cytoskeleton"	GO:0015630	5	ENSDARG00000098802	0
"nuclear membrane part"	GO:0005639;GO:0044453	4	ENSDARG00000015824	0
"nuclear membrane part"	GO:0005639;GO:0044453	4	ENSDARG00000016695	1
"nuclear membrane part"	GO:0005639;GO:0044453	4	ENSDARG00000024139	0
"nuclear membrane part"	GO:0005639;GO:0044453	4	ENSDARG00000044752	0
"nuclear membrane part"	GO:0005639;GO:0044453	4	ENSDARG00000058917	0
"mannosyltransferase complex"	GO:0031501	2	ENSDARG00000024026	0
"mannosyltransferase complex"	GO:0031501	2	ENSDARG00000035631	0
"mannosyltransferase complex"	GO:0031501	2	ENSDARG00000055027	1
"mannosyltransferase complex"	GO:0031501	2	ENSDARG00000058650	0
"mannosyltransferase complex"	GO:0031501	2	ENSDARG00000067670	1
"mannosyltransferase complex"	GO:0031501	2	ENSDARG00000069807	0
"mannosyltransferase complex"	GO:0031501	2	ENSDARG00000095623	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000006370	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000006617	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000011925	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000016835	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000020405	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000020847	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000021287	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000022315	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000026387	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000026907	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000027200	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000031681	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000032769	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000033609	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000035459	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000035538	1
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000035557	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000035565	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000035949	1
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000036577	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000037484	1
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000037865	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000038615	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000039872	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000040971	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000043012	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000043238	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000044813	1
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000056281	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000057853	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000059354	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000059902	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000061017	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000061405	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000061738	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000062515	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000067605	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000069003	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000070433	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000074086	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000077828	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000087243	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000087782	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000094899	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000100420	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000100528	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000101127	0
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000103052	1
"vacuolar part"	GO:0044437;GO:0005774	2	ENSDARG00000103235	0
"core mediator complex"	GO:0070847	5	ENSDARG00000008020	0
"core mediator complex"	GO:0070847	5	ENSDARG00000009953	0
"core mediator complex"	GO:0070847	5	ENSDARG00000041237	0
"core mediator complex"	GO:0070847	5	ENSDARG00000041503	0
"core mediator complex"	GO:0070847	5	ENSDARG00000070623	0
"Z disc"	GO:0030018	2	ENSDARG00000010784	0
"Z disc"	GO:0030018	2	ENSDARG00000015540	0
"Z disc"	GO:0030018	2	ENSDARG00000019117	0
"Z disc"	GO:0030018	2	ENSDARG00000039486	0
"Z disc"	GO:0030018	2	ENSDARG00000040917	1
"Z disc"	GO:0030018	2	ENSDARG00000056964	0
"Z disc"	GO:0030018	2	ENSDARG00000058656	0
"Z disc"	GO:0030018	2	ENSDARG00000060745	0
"nuclear matrix"	GO:0016363	4	ENSDARG00000008662	1
"nuclear matrix"	GO:0016363	4	ENSDARG00000035563	0
"nuclear matrix"	GO:0016363	4	ENSDARG00000053691	0
"nuclear matrix"	GO:0016363	4	ENSDARG00000058358	0
"nuclear matrix"	GO:0016363	4	ENSDARG00000099652	0
"nuclear matrix"	GO:0016363	4	ENSDARG00000101234	1
"nuclear matrix"	GO:0016363	4	ENSDARG00000102643	0
"ciliary membrane"	GO:0060170	3	ENSDARG00000012763	0
"ciliary membrane"	GO:0060170	3	ENSDARG00000032056	0
"ciliary membrane"	GO:0060170	3	ENSDARG00000039827	0
"ciliary membrane"	GO:0060170	3	ENSDARG00000041621	0
"ciliary membrane"	GO:0060170	3	ENSDARG00000055659	0
"ciliary membrane"	GO:0060170	3	ENSDARG00000074518	0
"Golgi transport complex"	GO:0017119	2	ENSDARG00000002798	0
"Golgi transport complex"	GO:0017119	2	ENSDARG00000004037	0
"Golgi transport complex"	GO:0017119	2	ENSDARG00000008235	0
"Golgi transport complex"	GO:0017119	2	ENSDARG00000018181	0
"Golgi transport complex"	GO:0017119	2	ENSDARG00000054264	0
"Golgi transport complex"	GO:0017119	2	ENSDARG00000061372	0
"Golgi transport complex"	GO:0017119	2	ENSDARG00000101999	0
"intrinsic component of the cytoplasmic side of the plasma membrane"	GO:0031235	2	ENSDARG00000029372	1
"intrinsic component of the cytoplasmic side of the plasma membrane"	GO:0031235	2	ENSDARG00000035535	0
"intrinsic component of the cytoplasmic side of the plasma membrane"	GO:0031235	2	ENSDARG00000036257	0
"intrinsic component of the cytoplasmic side of the plasma membrane"	GO:0031235	2	ENSDARG00000069484	0
"intrinsic component of the cytoplasmic side of the plasma membrane"	GO:0031235	2	ENSDARG00000073665	0
"intrinsic component of the cytoplasmic side of the plasma membrane"	GO:0031235	2	ENSDARG00000075110	0
"neuron part"	GO:0097458	2	ENSDARG00000000730	0
"neuron part"	GO:0097458	2	ENSDARG00000001354	0
"neuron part"	GO:0097458	2	ENSDARG00000004150	1
"neuron part"	GO:0097458	2	ENSDARG00000004169	0
"neuron part"	GO:0097458	2	ENSDARG00000004472	0
"neuron part"	GO:0097458	2	ENSDARG00000005479	0
"neuron part"	GO:0097458	2	ENSDARG00000005625	1
"neuron part"	GO:0097458	2	ENSDARG00000006272	0
"neuron part"	GO:0097458	2	ENSDARG00000007149	0
"neuron part"	GO:0097458	2	ENSDARG00000007195	0
"neuron part"	GO:0097458	2	ENSDARG00000011083	0
"neuron part"	GO:0097458	2	ENSDARG00000011488	1
"neuron part"	GO:0097458	2	ENSDARG00000012741	0
"neuron part"	GO:0097458	2	ENSDARG00000012796	0
"neuron part"	GO:0097458	2	ENSDARG00000015025	1
"neuron part"	GO:0097458	2	ENSDARG00000015540	0
"neuron part"	GO:0097458	2	ENSDARG00000016141	0
"neuron part"	GO:0097458	2	ENSDARG00000017274	1
"neuron part"	GO:0097458	2	ENSDARG00000017742	0
"neuron part"	GO:0097458	2	ENSDARG00000018693	0
"neuron part"	GO:0097458	2	ENSDARG00000019231	0
"neuron part"	GO:0097458	2	ENSDARG00000019753	0
"neuron part"	GO:0097458	2	ENSDARG00000026531	0
"neuron part"	GO:0097458	2	ENSDARG00000031548	0
"neuron part"	GO:0097458	2	ENSDARG00000031712	0
"neuron part"	GO:0097458	2	ENSDARG00000032161	1
"neuron part"	GO:0097458	2	ENSDARG00000033666	0
"neuron part"	GO:0097458	2	ENSDARG00000034771	0
"neuron part"	GO:0097458	2	ENSDARG00000035181	0
"neuron part"	GO:0097458	2	ENSDARG00000036577	0
"neuron part"	GO:0097458	2	ENSDARG00000037496	0
"neuron part"	GO:0097458	2	ENSDARG00000039697	1
"neuron part"	GO:0097458	2	ENSDARG00000040085	0
"neuron part"	GO:0097458	2	ENSDARG00000040156	0
"neuron part"	GO:0097458	2	ENSDARG00000040965	0
"neuron part"	GO:0097458	2	ENSDARG00000041205	0
"neuron part"	GO:0097458	2	ENSDARG00000043932	0
"neuron part"	GO:0097458	2	ENSDARG00000044356	0
"neuron part"	GO:0097458	2	ENSDARG00000052642	0
"neuron part"	GO:0097458	2	ENSDARG00000053326	0
"neuron part"	GO:0097458	2	ENSDARG00000055874	0
"neuron part"	GO:0097458	2	ENSDARG00000056691	0
"neuron part"	GO:0097458	2	ENSDARG00000057029	0
"neuron part"	GO:0097458	2	ENSDARG00000058165	0
"neuron part"	GO:0097458	2	ENSDARG00000058538	0
"neuron part"	GO:0097458	2	ENSDARG00000058868	0
"neuron part"	GO:0097458	2	ENSDARG00000060103	1
"neuron part"	GO:0097458	2	ENSDARG00000061304	0
"neuron part"	GO:0097458	2	ENSDARG00000061480	0
"neuron part"	GO:0097458	2	ENSDARG00000063635	1
"neuron part"	GO:0097458	2	ENSDARG00000070165	1
"neuron part"	GO:0097458	2	ENSDARG00000070537	0
"neuron part"	GO:0097458	2	ENSDARG00000071209	0
"neuron part"	GO:0097458	2	ENSDARG00000071709	1
"neuron part"	GO:0097458	2	ENSDARG00000074002	0
"neuron part"	GO:0097458	2	ENSDARG00000075111	1
"neuron part"	GO:0097458	2	ENSDARG00000076508	1
"neuron part"	GO:0097458	2	ENSDARG00000079143	0
"neuron part"	GO:0097458	2	ENSDARG00000079161	1
"neuron part"	GO:0097458	2	ENSDARG00000079366	0
"neuron part"	GO:0097458	2	ENSDARG00000087616	0
"neuron part"	GO:0097458	2	ENSDARG00000091306	0
"neuron part"	GO:0097458	2	ENSDARG00000098880	0
"neuron part"	GO:0097458	2	ENSDARG00000101234	1
"neuron part"	GO:0097458	2	ENSDARG00000101366	1
"neuron part"	GO:0097458	2	ENSDARG00000101733	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000007135	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000017423	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000018425	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000019842	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000020043	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000031637	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000033259	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000033855	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000036995	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000043177	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000045484	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000051931	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000056065	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000056127	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000061177	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000061338	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000062266	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000070867	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000074675	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000075593	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000076509	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000100136	0
"cytoplasmic mRNA processing body"	GO:0000932	2	ENSDARG00000100854	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000003375	1
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000009553	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000010680	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000015627	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000016584	1
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000016676	1
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000017294	1
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000018174	1
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000021647	1
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000024740	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000025826	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000030644	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000036058	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000037924	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000037925	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000038693	1
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000039830	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000043006	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000044760	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000045156	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000073765	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000096661	0
"heterotrimeric G-protein complex"	GO:0005834	2	ENSDARG00000098123	0
"tRNA-splicing ligase complex"	GO:0072669	2	ENSDARG00000009253	0
"tRNA-splicing ligase complex"	GO:0072669	2	ENSDARG00000016368	0
"tRNA-splicing ligase complex"	GO:0072669	2	ENSDARG00000042025	0
"tRNA-splicing ligase complex"	GO:0072669	2	ENSDARG00000057245	0
"tRNA-splicing ligase complex"	GO:0072669	2	ENSDARG00000060068	0
"tRNA-splicing ligase complex"	GO:0072669	2	ENSDARG00000078391	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000000853	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000001734	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000002840	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000003208	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000003865	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000004160	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000005023	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000005122	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000005254	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000005675	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000006272	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000006491	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000006639	1
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000006757	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000007025	1
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000007279	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000008184	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000008447	1
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000008807	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000008858	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000008936	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000009018	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000009106	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000009113	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000010010	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000010347	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000010583	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000010941	1
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000010962	1
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000011418	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000011743	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000012369	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000012588	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000012763	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000012829	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000013009	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000014098	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000014995	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000015290	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000015540	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000016048	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000016519	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000017367	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000017617	1
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000018096	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000019549	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000020241	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000020574	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000021082	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000021669	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000022684	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000025595	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000025859	1
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000027279	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000027322	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000028173	0
"membrane region"	GO:0098589;GO:0005789	2	ENSDARG00000028396	1
