name	term	lev	seq	value
"potassium channel activity"	GO:0005249;GO:0005267	3	ENSDARG00000104480	-1.1538289562510373
"potassium channel activity"	GO:0005249;GO:0005267	3	ENSDARG00000007383	-1.3009715731505924
"potassium channel activity"	GO:0005249;GO:0005267	3	ENSDARG00000014939	2.9500944357268666
"potassium channel activity"	GO:0005249;GO:0005267	3	ENSDARG00000017254	1.1959353393367718
"potassium channel activity"	GO:0005249;GO:0005267	3	ENSDARG00000019753	-1.017936742873394
"potassium channel activity"	GO:0005249;GO:0005267	3	ENSDARG00000023587	3.304728939304233
"potassium channel activity"	GO:0005249;GO:0005267	3	ENSDARG00000045956	-0.6832752210628316
"potassium channel activity"	GO:0005249;GO:0005267	3	ENSDARG00000062849	-0.07008612652655562
"potassium channel activity"	GO:0005249;GO:0005267	3	ENSDARG00000091306	-0.2378487444928089
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000003829	1.9954336919647022
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000006832	-0.7677091490276444
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000008953	0.29800929968732104
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000010941	5.041262937665291
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000012745	-0.7482545472674986
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000014386	-1.894374174619841
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000015449	-0.041003195268689965
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000017058	0.47827886201429076
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000028098	0.13132053404960253
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000040048	0.3817454385992341
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000040157	0.2411716286606477
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000045175	-0.4104128378477705
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000046133	8.066659586792891
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000055490	-0.16973255207374136
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000059056	0.23918129317113454
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000061335	1.113022256024983
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000067524	0.6638942356031332
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000074362	0.37463820798292397
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000077583	1.7578892360301335
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000095324	-0.38974268551918806
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000099227	1.5216230017690078
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000100322	1.3311170687531784
"fucosyltransferase activity"	GO:0008417	5	ENSDARG00000105011	0.04222916481349914
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000000730	-0.3283461395356295
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000001354	-2.6659455285286864
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000002405	-0.8195707724943929
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000007129	-0.061093277781340924
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000012534	-0.06242855504223406
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000016141	-4.3708699460393845
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000018534	28.693754632966424
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000029866	0.7597780338539178
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000030006	0.8799995244022768
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000041205	-2.669149028428896
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000043646	0.1343985873650704
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000061480	0.15987238197300105
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000062821	6.506839987456691
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000067964	0.7415949942589533
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000068387	2.4286083968649557
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000074002	-0.3850656586172828
"neurotransmitter:sodium symporter activity"	GO:0005328;GO:0005326	5	ENSDARG00000102377	0.09656033354913328
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000004105	0.33636991077774936
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000004782	-0.4991067615373238
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000010767	0.6333949510541136
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000011190	-0.30435293839582456
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000011941	2.0488306600596893
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000011948	-0.1751873129708427
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000014986	0.4528238616880626
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000017321	-2.1229962951294685
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000017354	-0.40776535990257784
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000017494	0.39648867148814776
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000018179	-0.37086191528937124
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000018968	-0.43935618398689946
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000019728	0.9280221952034573
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000019881	0.9912277561008198
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000020057	0.058553570349947015
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000023609	-0.09716381418958071
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000026294	1.348142857833423
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000031548	0.30264946478655436
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000034434	4.1623594465724025
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000034541	0.48871321445074517
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000036993	4.3538128168774275
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000037373	1.322122058642296
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000042259	0.1278935744011627
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000042861	-0.004354713037373884
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000044422	1.156402042671866
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000053624	0.02058479744160072
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000054454	-2.8148259537217166
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000055136	-0.007626171590461057
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000056133	2.1189250841174228
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000057729	0.011931743844107747
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000058115	-0.4546596171988042
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000058503	1.692055362997694
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000060235	-0.08519276069128917
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000061328	-0.7009079172789807
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000062633	-0.03352681850201206
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000069105	0.19016216382067117
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000070494	-0.4691488346692209
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000070903	-0.7092350745009851
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000075729	-0.16625356846090733
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000076227	2.345563148400575
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000076757	-0.20920665681316916
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000077228	-0.21440192571049094
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000086214	1.0241143413500164
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000089536	0.6450329469864541
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000098511	-2.299737098420272
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000100431	0.15652664155836943
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000100693	2.9765001689814006
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000101130	1.135116587440549
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000102986	0.44027859572266415
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000103830	1.0596348570283567
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000104100	-0.7453019690224787
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000104453	1.5914110608329313
"transmembrane receptor protein kinase activity"	GO:0019199	3	ENSDARG00000105045	-0.059526582440499014
"DNA clamp loader activity"	GO:0003689;GO:0033170	3	ENSDARG00000014274	-0.6980557161297741
"DNA clamp loader activity"	GO:0003689;GO:0033170	3	ENSDARG00000018918	0.7804600635522544
"DNA clamp loader activity"	GO:0003689;GO:0033170	3	ENSDARG00000019907	-0.1510761710560806
"DNA clamp loader activity"	GO:0003689;GO:0033170	3	ENSDARG00000035634	0.5404350764307114
"DNA clamp loader activity"	GO:0003689;GO:0033170	3	ENSDARG00000054799	1.6396042317714978
"DNA clamp loader activity"	GO:0003689;GO:0033170	3	ENSDARG00000055969	0.12091300326198232
"manganese ion binding"	GO:0030145	2	ENSDARG00000001888	-3.5182939834253153
"manganese ion binding"	GO:0030145	2	ENSDARG00000007916	0.3625081854731725
"manganese ion binding"	GO:0030145	2	ENSDARG00000011496	-1.9723283800046096
"manganese ion binding"	GO:0030145	2	ENSDARG00000012871	0.22565761352973895
"manganese ion binding"	GO:0030145	2	ENSDARG00000026090	0.16136973578572023
"manganese ion binding"	GO:0030145	2	ENSDARG00000032155	-0.13352652728868378
"manganese ion binding"	GO:0030145	2	ENSDARG00000035954	0.020716366508582284
"manganese ion binding"	GO:0030145	2	ENSDARG00000043250	0.7733771029163117
"manganese ion binding"	GO:0030145	2	ENSDARG00000061981	-0.7169633338794578
"manganese ion binding"	GO:0030145	2	ENSDARG00000079932	-0.7229518805902124
"manganese ion binding"	GO:0030145	2	ENSDARG00000105014	1.3632780385723606
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000000423	0.553462299911043
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000007745	-0.15275873875906906
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000013044	0.5357143246968066
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000026582	2.7992833977525406
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000038154	0.359660625850763
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000038956	0.06667251875160338
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000043665	0.47821100245774234
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000045733	-0.6547338012066133
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000051956	0.00877082390446736
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000056410	-1.9656309791346316
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000057714	-0.4144693705786875
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000071475	1.2232367442063488
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000073845	5.493542601274366
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000075768	-0.7881865823107825
"2 iron, 2 sulfur cluster binding"	GO:0051537	3	ENSDARG00000079516	8.621078120675714
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000003749	-1.2136381557386404
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000005578	-0.344915414215799
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000006434	-0.871724425851573
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000008200	5.167595377991075
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000009267	0.3955377907477517
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000009585	-1.5195331894474264
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000012044	-0.04299753499538971
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000012141	-0.0012541034508763889
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000012572	0.20965499635236373
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000013082	1.0784812023815418
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000013734	2.5907993413273083
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000015070	-0.058030170746656985
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000017658	-0.3935237774993542
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000018106	1.449683548230987
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000019549	-0.03093807649088076
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000020986	-0.8710617891064621
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000023498	1.0717452327406858
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000024112	-1.3247494545211997
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000027689	-0.2987073158616015
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000032261	0.7481008223150888
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000033596	1.511312861927458
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000035146	0.5677653805155859
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000035577	1.2338450477581944
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000035595	0.03458783589751158
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000036070	-0.36326177409592153
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000036625	0.056270052337921095
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000037358	-0.7951074970353538
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000037570	-0.5436970499784373
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000037835	0.6766300694382392
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000038360	-0.05603875151244673
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000038505	-0.1536737848862546
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000039613	1.1795655606093818
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000040443	0.5605351018439654
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000041428	-1.9046634075621691
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000042054	-0.12053509695808393
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000042747	0.5927114607941352
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000044622	-1.0581574247402148
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000045308	-0.9704998631512308
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000052170	-0.4650704491773291
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000052721	-0.3346910579602475
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000055893	1.788014528284739
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000056127	-1.673210133384924
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000056600	1.0114236636303577
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000057099	8.672935950472743
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000057321	0.03423851324012534
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000057334	2.2766818941032203
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000057562	0.8932675369587147
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000058349	-0.23078013471287093
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000058533	1.9639026989706425
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000058801	-0.061826239182206665
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000059963	-0.2304823190639121
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000060951	-0.02896328457482136
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000062114	-0.34055709752111424
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000062915	2.0215342801817777
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000069373	-0.027096201912535752
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000069409	-0.9028757262969297
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000069543	-1.4155802552487105
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000071021	0.34047999605499535
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000074995	0.5844755071226793
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000075297	-1.0274461135155681
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000075616	0.2801636313068165
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000076509	-0.3119653090296127
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000077034	-3.987244269106087
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000077169	-0.2345123361444123
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000089076	1.0886995493943774
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000089903	0.06973032116930805
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000095046	-1.563664246884395
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000097155	-4.268089859291958
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000100851	0.7424049166072098
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000101220	-1.0417146894291245
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000102590	1.0345542054446395
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000103470	-0.6863619131156905
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000103961	0.17062956913970967
"nucleotidyltransferase activity"	GO:0016779	2	ENSDARG00000104516	0.09064446975710266
